ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8601,LKE,1,TN,37771, , ,2509,0,X, , , ,XXXX,T3,41,72,E,H, , , , ,,5,M,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,17,46,9,6,5, ,12, ,1, , , , , , , , , , , , , , , , , , , , ,X,824,242,349,0,99,0,47,53,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,47,38,46,50,23,40,40,20,14,20,18,14,12,14,8,17,14,31,21,17,30,12,28,29,36,35,21,7,2,57,14,11,19,158,236,89,88,2,5,3,2,0,0,0,361,409,2,2,73,27,94,6,9,32,69,53,23,86,14,9,1,8,11,27,1,20,59,21,0,0,0,0,1,2,6,22,0,2,42,51,53,13,4,5,0,5,20,3,2,2,0,1,8,37,3840,215,557,193,206,234,256,10981,37,25,17,13,5,3,0,0,0,28,31,20,10,7,4,0,0,0,33,8,48,23,57,43,11,83,7,0,0,0,0,0,3,7,0,37,18,21,3,57,63,76,51,73,49,57,46,26,99,30,3,11,3,10,12,0,0,20,0,10,11,7,13,0,0,14,13,3,11,0,35,2,5,3,0,6,0,3,6,9,6,5,15,63,1,0,120,13,22,27,25,7,6,0,3,16,0,16,3,0,0,0,20,42,0,17,5,46,29,1,7,1,13,0,0,14,0,0,0,0,0,0,0,0,0,84,95,3,0,2,86,69,27,5,37,0,0,9,18,38,62,0,0,63,0,29,2,0,6,99,0,96,97,84,5,2,4,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2E,S2E,S2E,S2E,A1E,S2E,S2E,S2E,S2E,S2E,S2E,S2F,S3F,S3F,S3F,S4F,S4F,S4F,S4F,S4F,S4F,S2E,S2E,33,9702,93,7,31,,,,,,9601,,,,,,9506,,,,,,,9411,,,9406,,,,,,14,,,,,,14,,,,,,,14,,,15,189,18,9,3,8811,15,9405,10,9603,8703,8707,4,10.5,3628,0,1,L,2,E,X,X,X,55,D
9501,AIR,1,TN,37923, , ,4401,0, , , , ,XXXX,C1,24,54,E,H, , , , ,,4,M,9,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,26,50,20,4,6,6, , , ,, , , , , , , , ,Y,Y, ,Y, ,Y, , , , , ,3,X,12106,3439,4321,86,0,14,49,51,96,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,31,37,38,30,40,42,30,46,37,17,9,29,34,14,7,4,2,18,20,33,17,12,9,3,7,17,31,52,31,9,2,70,9,3,19,211,277,86,78,1,7,6,3,1,0,1,919,1058,4,4,85,15,96,4,8,47,80,71,42,90,10,5,1,4,10,13,3,25,64,7,1,1,0,4,11,38,74,98,2,0,75,68,67,15,4,5,2,2,7,3,2,1,36,55,81,90,3840,215,557,519,555,566,604,22212,6,11,10,20,30,14,4,1,4,4,7,10,20,33,17,4,1,4,11,1,57,2,61,39,22,86,10,0,0,0,0,0,2,3,3,17,22,25,4,78,79,89,69,87,67,67,54,99,89,0,28,22,3,19,12,0,1,5,0,5,2,1,2,1,0,5,14,3,4,7,17,8,5,3,1,11,8,10,4,4,6,6,7,69,6,1,160,2,5,15,19,7,34,17,6,25,3,20,8,0,0,0,13,26,1,50,18,20,6,1,11,2,7,0,0,5,2,0,1,0,0,2,0,0,4,52,95,1,1,2,99,79,23,4,10,6,32,61,95,97,3,9,2,22,1,73,2,0,2,95,5,67,99,99,9,2,5,3,9706,9606,9604,9604,9603,,9512,9509,,,9508,,,,9503,,9412,,,,9408,,,L4E,S4E,S4E,S4E,N2E, ,N3E,N3E, , ,N2E, , , ,F1D, ,N2E, , , ,P1D, , ,10,9702,23,6,15,,,,,,,9512,,,9511,,,,9505,,9507,,,,9411,,,,,,,,,10,,,5,,,,10,,10,,,,5,,,40,5,3,5,9511,10,9505,10,9512,9411,9505,6,8,52929,0,1,L,4,E,X,X,X,5,B
9401,USB,1,CA,92780, , ,0,0, , , , ,XXXX,U3,09,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,7,16,31,20,3,1,2, , , ,, , , , , , , , , , , , , , , , , , , , ,X,1783,427,626,99,0,0,47,53,82,3,1,8,21,0,1,0,2,2,1,0,15,1,0,6,29,36,39,33,42,45,27,44,37,20,15,31,21,10,7,7,9,20,18,30,17,15,16,7,13,21,34,45,26,11,4,44,19,9,28,186,267,32,24,6,68,62,31,6,5,1,2169,2103,7,7,21,79,96,4,9,43,68,44,27,75,25,16,4,12,17,23,11,19,50,13,1,2,0,59,77,95,96,97,4,12,16,39,42,14,6,42,25,0,13,35,31,0,94,97,98,99,5945,13,803,330,411,418,460,15075,18,16,20,10,26,7,2,1,1,15,12,20,15,25,10,3,2,0,12,3,31,8,55,45,12,78,12,4,3,0,1,1,3,1,0,5,18,21,4,69,75,85,67,79,58,48,55,86,71,4,14,15,7,11,21,0,3,11,1,10,3,2,3,0,0,4,20,2,1,4,15,10,8,1,2,12,3,10,6,7,3,3,8,74,4,0,126,14,9,22,33,4,13,5,7,27,2,21,11,3,5,1,13,27,1,21,16,14,44,0,2,2,9,0,0,2,1,1,0,0,0,5,0,0,32,26,69,16,8,8,93,46,11,3,24,0,0,27,31,91,9,4,3,66,6,27,0,0,1,99,0,94,98,96,14,2,2,5,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,9507,9506,9504,9503,,9412,9411,9411,9410,9409,9407,9406,L3E,S4E,S4E,S4E,S4E,S4E,S4E,S4E, ,S4E,S4E,S4E,A4E,A4E,A4D, ,N4D,N4D,N4D,N4D,N4D,N3D,N3D,17,9702,38,6,13,,,,,,,,,,9509,,,9506,9504,,9501,,9411,9410,,9408,,,,,,,,,,,10,,,8,8,,10,,5,7,,7,,89,13,6,5,9411,10,9501,10,9509,9401,9402,1,6.8461538462,157715,0,0,L,3,E,X,X,X,28,A
9501,DCD,1,CA,94547, , ,201,0, , , , ,XXXX,S1,12,96,E,H, , , , ,,7,M,,0,,,,,,,,,,,,,,,2,2,26,45,14,7,7,6, , , ,, , , , , , , , , , , , , , , , , , , , ,X,3470,960,1396,99,0,0,48,52,49,13,0,33,10,1,2,11,17,1,1,0,4,1,0,5,31,35,36,31,38,40,22,55,31,14,9,38,30,11,6,4,2,26,21,29,15,9,8,2,5,23,35,42,20,7,2,61,11,3,25,176,248,78,20,0,19,19,17,0,0,0,1742,1867,9,8,91,9,88,12,2,37,69,57,30,83,17,6,1,5,16,21,8,8,38,4,3,9,0,38,65,97,99,99,2,6,32,48,50,14,4,14,5,0,6,1,1,0,85,86,89,91,5775,65,807,510,541,538,586,21680,4,4,16,23,37,12,1,2,1,3,3,9,22,42,17,0,2,2,7,3,51,2,88,12,12,64,26,9,2,6,0,0,1,0,0,64,39,43,19,73,86,92,81,86,79,81,70,90,99,1,17,20,5,8,25,0,4,6,0,9,4,1,1,0,1,5,10,8,3,4,14,17,6,2,1,9,7,8,7,7,7,6,2,73,4,0,140,3,5,18,27,11,27,10,5,23,3,13,12,1,2,0,13,26,2,45,11,14,20,0,3,0,5,0,0,5,2,0,0,1,1,1,0,0,29,45,66,4,25,5,99,61,18,2,4,21,84,98,98,98,2,47,5,80,0,20,0,0,0,99,0,99,99,99,13,3,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,9501,9412,,,,,,,L3F,A3F,A3F,A3F,N2F,N1E,N1E,N1E,F1E,F1E,F1E,F1E,F1E, , ,P1E,P1E, , , , , , ,11,9702,25,6,14,,,,,,9602,,,9511,9512,,,,,,9502,,,,,,,,,,,,12,,,20,20,,,,,,10,,,,,,,62,4,3,10,9502,20,9511,12,9602,9502,9511,9,15.5,164961,0,0,L,3,F,X,X,X,3,A
8801,LIS,1,WA,98563, , ,2101,0, , , , ,XXXX,R2,48,77,I, , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,41,23,45,12,3,4, , , ,1, , , , , , , , , , , , , , , , , , , , ,X,818,175,334,0,99,0,48,52,97,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,35,43,49,40,48,52,21,42,39,19,13,21,18,8,11,13,16,16,19,32,22,11,39,25,36,44,27,29,19,5,1,44,17,15,24,122,211,55,52,2,43,41,36,14,14,0,433,469,3,2,42,58,96,4,0,29,52,40,19,64,36,9,1,8,18,33,4,18,53,26,0,0,0,0,0,0,7,40,0,4,30,47,48,11,4,16,27,2,14,6,37,1,0,3,20,65,0,105,819,178,283,253,299,9946,39,25,16,6,10,4,0,0,0,12,34,28,11,15,0,0,0,0,36,8,27,6,85,15,11,74,10,2,2,0,0,0,11,3,0,11,21,20,0,61,39,39,39,37,37,68,46,99,81,1,21,6,0,5,11,0,3,26,6,3,10,6,5,0,0,2,21,3,0,3,18,0,3,6,0,16,8,8,12,16,3,3,6,68,5,0,120,12,20,29,24,3,8,4,2,24,4,21,1,1,2,0,21,41,1,29,24,27,10,1,19,4,20,0,0,7,0,6,5,0,1,1,3,0,2,64,98,1,0,1,79,46,18,4,25,0,8,8,8,31,69,0,0,19,0,63,7,0,11,99,0,97,99,99,5,2,7,2,9706,9606,9604,9604,,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2E,A2E,A2E,A2E, ,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D, ,A2D,A2D,A2D,A2D,A2D,A2D,A2D,A3D,A3D,22,9702,58,4,8,,,,,,9602,,,9511,,,,,,,,,,9411,,,,,,,,,10,,,5,,,,,,,,,,5,,,,66,13,7,3,9211,10,9602,10,9602,8809,8810,1,5.0769230769,173226,0,0,L,2,E,X,X,X,59,C
9201,HAN,2,IL,60436, , ,6312,0, , , , ,XXXX,S2,18,34,E,U, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,20,42,11,10,3,1, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,1836,402,457,89,0,11,59,41,72,22,0,2,7,1,0,0,0,0,0,0,6,1,0,1,20,32,36,24,34,39,40,32,31,37,24,32,26,9,5,1,1,12,14,25,16,33,5,1,3,10,21,69,49,17,4,54,5,2,39,294,331,97,95,1,2,1,1,17,17,0,884,918,5,4,93,7,93,7,0,62,88,76,55,78,22,7,1,5,9,8,2,22,46,3,4,18,0,0,1,29,74,99,0,0,76,61,64,19,5,2,0,1,5,1,0,1,43,61,89,89,1600,51,602,456,476,453,480,14093,7,13,9,29,33,7,0,0,1,7,8,8,31,36,9,0,0,1,10,1,44,8,67,33,9,79,13,4,0,4,0,0,2,2,1,26,20,26,8,55,57,53,64,53,64,64,56,29,99,5,15,8,4,11,19,0,4,11,0,14,8,5,1,0,1,7,18,9,8,3,14,8,5,1,0,8,6,4,8,10,3,1,3,77,5,1,129,3,10,31,30,9,13,4,12,32,2,20,22,0,0,0,13,20,1,42,20,11,24,0,3,0,8,0,0,2,4,0,3,0,0,0,0,0,6,72,89,6,2,2,97,76,16,4,12,19,37,51,92,99,1,4,0,86,7,6,1,0,0,85,15,86,99,99,8,3,4,3,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L2G,S2G,S2G,S2G,S2G,A1G,A1G,A1F, ,S2F,S2F,S2F,S2F,S2F,S2F,S3F,S3F,S3F, , ,S2E,S2E,S3E,22,9702,50,6,13,,,,,,,,,,9509,,,,,,,,,,9409,9408,,,,,,,,,,,30,,,,,,,,,,20,20,,125,9,5,5,9210,30,9509,10,9512,9210,9301,3,13.888888889,91182,0,0,L,2,G,X,X,X,12,A
9501,ARG,1,SC,29154, , ,5801,0,X, , , ,XXXX,T1,35,40,E,H, , , , ,2,5,M,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,21,33,52,13,6,12,4, ,12, ,, , , , ,Y, , ,Y, ,Y, , , ,Y, ,Y, , , ,2,X,2950,841,895,83,0,17,50,50,82,15,0,2,1,1,0,0,0,0,0,0,0,0,0,0,31,40,41,30,41,44,35,30,42,28,9,21,36,19,9,5,1,11,12,32,28,17,10,2,8,5,27,68,47,14,4,74,3,3,20,285,329,96,96,0,0,0,0,0,0,0,997,1202,6,4,93,7,97,3,3,62,94,86,57,98,2,5,1,4,3,5,1,23,55,5,5,9,1,9,20,50,80,98,2,0,89,71,72,18,4,0,0,3,6,0,0,1,58,65,65,70,8140,361,546,512,536,579,608,19857,5,8,10,26,32,9,4,1,5,2,5,11,27,35,9,4,1,5,12,0,60,1,65,35,34,90,7,0,0,0,0,1,1,1,1,9,15,18,2,55,76,94,58,90,57,68,61,99,0,0,17,22,5,15,16,1,0,5,0,8,5,1,5,0,0,2,20,3,4,4,16,13,0,3,1,9,11,8,6,6,12,4,6,65,7,0,150,1,5,18,23,8,29,16,5,31,2,27,6,12,21,4,18,33,2,52,16,13,17,0,11,0,9,0,0,3,1,1,1,0,0,1,0,0,3,40,92,1,1,6,98,88,38,4,7,5,46,71,92,97,3,0,0,4,4,86,4,0,2,74,26,38,99,99,10,3,5,3,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,9507,9506,,,9501,9412,,,,,,,L3E,A3E,A3E, ,N2E,N2E,N2E,N2E,N2E,N2E,N2E,F1E,F1E, , ,P1E,P1E, , , , , , ,11,9702,40,5,26,,,,,9602,9601,,,,,,9506,,,,9501,,,,,,,,,,,10,10,,,,,,10,,,,10,,,,,,,50,5,3,10,9602,10,9501,10,9602,9501,9506,5,10,13894,0,1,L,3,E,X,X,X,15,C
9001,MAT,28,FL,32073, , ,2809,0, , , , ,XXXX,S1,15,69,E,U, , , , ,,2,F,,0,,,,,,,,,,,,,,,2,17,48,53,19,6,3,12, , , ,5, , ,Y,Y,Y, , ,Y, , , ,Y,Y, , , , , , ,3,X,1302,331,550,99,0,0,50,50,77,18,1,2,5,0,0,0,1,0,0,0,1,2,0,1,26,30,37,29,36,42,23,52,35,13,29,30,16,10,5,6,3,25,18,30,13,14,12,5,11,27,35,38,19,4,1,53,16,4,27,166,237,22,21,0,78,77,61,0,0,0,1396,1767,4,4,19,81,90,10,2,33,60,46,23,74,26,10,2,8,23,21,13,13,55,9,6,12,0,31,47,65,84,99,14,5,23,43,46,13,5,57,20,0,4,15,61,0,7,42,93,98,3600,335,561,323,347,401,429,15328,6,28,20,24,13,5,5,0,0,7,22,22,24,13,8,5,0,0,13,4,34,3,62,38,27,71,19,1,1,0,0,0,6,3,0,61,17,20,2,60,82,88,76,88,74,83,72,87,0,2,12,17,5,18,14,0,1,10,3,7,2,3,6,6,0,4,4,9,3,1,30,10,4,2,1,7,9,2,8,6,3,12,4,72,3,1,138,2,6,28,30,9,7,17,1,23,2,17,6,11,17,6,27,48,9,53,19,19,38,1,3,1,9,1,0,15,2,1,0,0,0,1,1,0,3,28,94,2,2,2,95,51,15,2,20,0,6,11,38,62,38,0,0,0,0,92,6,0,2,91,9,91,99,95,7,2,2,4,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2F,A1F,A1F, ,L1E,L2F,L2F,L3F,A1E,A1E,A1E, ,A1E, ,A1E,S2F,S2F,S3F,S3F,S3F,S3F,S3F,S3F,22,9702,62,5,12,,,,,9603,,,,,,,,,9602,,,,,,,9408,,,,,,15,,,,,,,,,20,,,,,,,14,,172,14,8,3,9010,20,9602,15,9603,9010,9012,2,12.285714286,31930,0,0,L,2,F,X,X,X,24,B
8701,KNG,0,TX,78737, , ,2206,0, , , , ,XXXX,T1,35,76,E,H, , , , ,,6,F,9,8,0,0,3,0,0,1,0,0,0,3,0,0,0,0,3,0,33,50,34,8,14,11, , , ,8,04,Y, ,Y,Y, , , ,Y, ,Y,Y, ,Y, ,Y, , , ,3,X,947,271,325,79,0,21,52,48,92,0,1,1,11,0,0,0,0,0,0,0,10,0,0,1,35,42,44,34,44,47,28,38,41,22,10,19,26,18,19,6,3,15,16,36,21,12,14,3,12,12,36,52,30,13,6,71,7,4,19,208,290,78,77,0,0,0,0,0,0,0,1015,1051,5,5,88,12,96,4,0,40,83,75,36,91,9,4,1,2,10,10,4,21,60,11,0,0,0,1,5,52,90,97,0,1,70,62,63,15,4,0,0,22,7,0,0,6,48,55,68,90,640,203,635,496,526,541,563,17363,13,12,12,12,22,16,8,0,2,13,9,13,13,24,17,9,0,2,14,0,56,11,29,71,6,79,18,0,0,0,0,0,0,2,0,1,27,27,0,84,69,76,61,75,59,76,54,63,0,3,18,26,2,16,19,0,2,6,0,10,2,0,0,0,0,5,12,2,6,0,17,8,2,1,1,10,9,13,14,8,14,11,5,53,10,0,140,3,4,24,30,6,27,6,3,35,1,25,12,0,0,0,17,33,0,50,30,34,0,1,9,1,13,0,0,7,1,1,2,0,0,1,0,0,9,58,91,9,0,0,99,88,31,10,16,0,2,7,95,99,0,0,0,2,14,82,0,0,2,90,10,2,99,98,9,4,13,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L2E,S2E,S2E,S2E,S2E,S3E,S3E,S3E,S2E,S2E,S2E,S2E,S2E, ,S2E,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,26,9702,58,5,11,,,,,,,,,,,9508,,,,9504,,,9412,,,,,,,,,,,,,,,14,,,,11,,,14,,,,,58.25,10,6,1,8702,14,9412,14,9508,8702,8802,12,5.825,127215,0,1,L,2,E,X,X,X,15,B
9501,HHH,28,MI,48154, , ,3801,0, , , , ,XXXX,S2,18,60,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,29,34,28,4,0,2, , , ,, ,Y, , , , , , ,Y,Y, , , , , ,Y, , , ,2, ,478,140,162,99,0,0,48,52,98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,42,46,37,44,47,21,45,30,24,11,26,15,18,16,10,4,21,18,26,21,14,25,6,19,12,35,53,33,18,3,64,5,6,25,216,295,99,98,0,0,0,0,0,0,0,856,856,4,5,98,2,99,0,0,37,86,77,34,94,6,3,0,3,6,14,1,16,66,16,0,0,0,0,0,8,81,99,0,0,58,54,58,15,5,0,0,1,2,0,0,0,33,33,67,67,2160,57,505,436,446,542,578,16922,5,8,5,45,12,22,0,3,0,0,9,6,41,14,26,0,4,0,32,4,67,0,24,76,4,83,8,6,6,0,0,0,3,0,0,40,21,22,0,69,68,76,60,71,58,63,51,99,0,3,15,15,5,16,13,0,0,4,0,19,0,4,9,0,2,10,13,3,2,5,23,12,8,0,0,5,12,2,2,4,0,2,10,69,14,0,120,14,6,37,19,4,13,8,7,32,1,21,16,0,0,0,16,29,4,34,38,28,0,0,1,1,3,0,0,2,0,0,6,0,3,4,0,5,10,74,92,0,6,2,96,74,20,15,35,0,0,0,0,22,78,0,0,97,0,3,0,0,0,99,0,99,99,99,8,3,5,12,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,9409,,,,,,L1F,A1F,A1F, ,L1E,N1E,N1E,N1E,N1E,N1E,N1E,F1E,F1E, ,F1E, , ,P1E, , , , , ,8,9702,21,4,10,,,,,,,9602,,,,,,,,,,9412,,,,,,,,,,,,15,,,,,,,,,,13,,,,,,28,2,0,13,9412,15,9602,15,9602,9412,9602,14,14,66659,0,0,L,1,F,X,X,X,19,A
9301,SYN,1,TX,77486, , ,3805,0, , , , ,XXXX,R3,50,60,E,H, , , , ,,4,M,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,21,44,33,12,4,1, , , ,3, , , , , , ,Y, ,Y, , , ,Y, , , , , , ,3,X,1215,277,423,0,94,6,47,53,58,32,0,0,17,0,0,0,0,0,0,0,16,0,0,1,30,40,43,34,44,48,30,40,37,23,15,24,20,12,11,10,8,15,16,33,20,16,30,17,28,31,23,47,29,13,5,47,12,11,31,185,266,63,60,3,30,27,24,7,7,0,347,371,2,2,54,46,83,17,1,41,65,48,28,78,22,13,3,10,13,25,4,13,34,11,7,19,6,1,1,2,3,24,0,11,24,45,45,14,5,12,18,5,16,7,21,1,1,7,18,52,1145,201,618,169,271,223,279,8175,45,14,18,17,6,0,0,0,0,29,13,28,20,9,0,0,0,0,37,13,13,24,45,55,1,75,21,0,0,0,0,0,4,0,0,8,12,17,3,41,52,62,44,56,43,57,27,85,99,3,4,10,3,11,15,0,2,24,1,15,3,12,0,1,3,13,15,5,5,1,22,0,2,4,3,9,10,4,3,12,4,1,9,74,0,0,120,27,21,29,15,3,5,0,1,32,1,27,4,0,0,0,9,21,0,44,0,33,16,0,2,1,4,0,0,6,0,0,1,0,0,0,0,0,5,77,86,13,0,2,85,47,18,5,18,0,0,11,47,69,31,0,3,43,8,47,1,0,1,95,5,98,99,90,5,2,3,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L2E,A3E,A3E,A3E,A3E,A3E,A3E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E, ,A3E,A3E,A4E,A4E,19,9702,45,6,12,,,,,,,,9511,,,,9506,,,,,9412,,,9410,9407,,,,,,,,,9,,,,11,,,,,10,,,11,10,,102,12,6,5,9301,11,9410,9,9511,9301,9304,3,8.5,123204,0,1,L,2,E,X,X,X,61,A
